source	target	freq
الطوبي	al-Ṭūbī	1
الطوبجي	al-Ṭubajī	1
الطوباوية	al-ṭūbāwīyah	1
الطوال	al-ṭuwāl	1
الظلمتين	al-ẓilmatayn	1
العاصية	al-ʻĀṣīyah	1
العاصي	al-ʻĀṣī	1
العاصمي	al-ʻĀṣimī	1
العاصمة	al-ʻĀṣimah	1
العاصفة	al-ʻĀṣifah	1
العازب	al-ʻāzib	1
العازار	al-ʻĀzār	1
العارفي	al-ʻārifīn	1
العارض	al-ʻĀriḍ	1
العادية	al-ʻadīyah	1
العادي	al-ʻĀdī	1
العاجزين	al-ʻājizīn	1
العاجز	al-ʻājiz	1
العاتي	al-ʻĀtī	1
العابدىن	al-ʻĀbidīn	1
الظواهر	al-ẓawāhir	1
الظن	al-ẓann	1
الطواسين	al-ṭawāsīn	1
الطواري	al-Ṭawārī	1
الطوابع	al-ṭawābiʻ	1
الطعن	al-ṭaʻn	1
الطريفة	al-ṭarīfah	1
الطرماح	al-Ṭirimmāḥ	1
الطرسوسية	al-Ṭarasūsīyah	1
الطرسوسي	Ṭarsūsī	1
الطرزي	Ṭarazī	1
الطرح	al-ṭarḥ	1
الطراظ	al-ṭirāẓ	1
الطرابيشي	al-Ṭarābīshī	1
الطحاوي	Ṭaḥāwī	1
الطحاوى	al-Ṭaḥāwī	1
الطعبة	al-Ṭabʻah	1
الطغاة	al-Ṭughāh	1
الطوائف	al-ṭawāʼif	1
الطغمة	al-ṭughmah	1
الطهطاوى	al-Tahṭāwī	1
الطهرير	al-ṭahrīr	1
الطنجي	al-Ṭanjī	1
الطنجاوي	Ṭanjāwī	1
الطنبورية	al-ṭanbūrīyah	1
الطلسم	al-Ṭalsam	1
الطلاع	al-Ṭallāʻ	1
الطلاسم	al-ṭalāsim	1
الطقطقي	al-Ṭiqṭaqá	1
الطقطقى	al-Ṭiqṭaqā	1
الطقطقا	al-Ṭiqṭaqā	1
الطقسيات	al-ṭaqsīyāt	1
الطفيليين	al-ṭufaylīyīn	1
الطفيل	al-Ṫufail	1
الطف	al-ṭaf	1
العاطرة	al-ʻāṭirat	1
العجلاني	al-ʻAjlānī	1
العثيمين	al-ʻUthaymīn	1
العثمان	al-ʻUthmān	1
العتيقة	al-ʻatīqah	1
العتيق	al-ʼatīq	1
العتقي	al-ʻUtaqī	1
العتر	al-ʻItr	1
العتبات	al-ʻatabāt	1
العبيط	al-ʻabīṭ	1
العبوس	al-ʻabūs	1
العبقريين	al-ʻabqarīyīn	1
العبرى	al-ʻabrá	1
العبدري	al-ʻAbdarī	1
العبدان	al-ʻabdān	1
العباسة	al-ʻAbbāsah	1
العجماوي	Ajmāwī	1
العذارى	al-ʻAdhārá	1
العذاب	al-ʻidhāb	1
العدوان	al-ʻudwān	1
العجيبية	al-ʻajībīyah	1
العباء	al-ʻAbāʼ	1
العالية-بغداد	al-ʻĀlīyah-Baghdād	1
العالمى	al-ʻĀlamī	1
العالمان	al-ʻĀlamān	1
العامودي	ʻĀmūdī	1
العاملين	al-ʻāmilīn	1
العاملة	al-ʻāmilah	1
العامرية	al-ʻĀmirīyah	1
العامة-القاهرة	al-ʻāmmah-al-Qāhirah	1
الشرافية	al-Sharāfīyah	1
الشرارة	al-Sharārah	1
الشراح	al-shurrāḥ	1
الرحمة	al-raḥmah	1
الرداء	al-Ridāʼ	1
الرخصة	al-rukhṣah	1
الرحىم	al-Raḥīm	1
الرحمنبن	ibn	1
الراحة	al-Rāḥah	1
الرحماني	al-raḥmānī	1
الرحمانى	al-Raḥmānī	1
الرحمات	al-raḥamāt	1
الرحلات	al-riḥlāt	1
الردود	al-Rudūd	1
الرز	al-ruzz	1
الرضوان	al-Riḍwān	1
الرضوا	al-Raḍwā	1
الرشودي	al-Rashūdī	1
الرشماني	al-Rashmānī	1
الرشديات	al-Rushdīyāt	1
الرسوم	al-rusūm	1
الرسنلي	al-Rasnalī	1
الرسميين	al-rasmīyayn	1
الرسلئل	al-Rasāʼil	1
الرسعني	al-Rasʻanī	1
الرسائيل	al-Rasāʼīl	1
الرحبية	al-Raḥbīyah	1
الرب	al-rabb	1
الراهبة	al-rāhibah	1
الرامهرمزي	al-Rāmhurmuzī	1
الرام	al-Rām	1
الرافل	al-rāfil	1
الرافع	al-Rāfiʻ	1
الرافدين	al-Rāfidayn	1
الرافد	al-Rāfid	1
الراضى	al-Rāḍī	1
الراشدي	al-Rāshidī	1
الراشدون	al-rāshidūn	1
الراشدة	al-Rāshidah	1
الراشد	al-Rāshid	1
الراسخين	al-rāsikhīn	1
الرحال	al-raḥḥāl	1
الرباعيات	Rubāʻīyāt	1
الرحا	al-raḥā	1
الرجعة	al-rajʻah	1
الرجراجي	al-Rajrājī	1
الرجب	al-Rajab	1
الرجالي	al-rijālī	1
الرتب	al-Rutab	1
الربيعيين	al-Rabīʻayn	1
الربى	al-rubá	1
الربوبية	al-rubūbīyah	1
الربنية	al-rabbanīyah	1
الربذة	al-rabdhah	1
الربان	al-Rubbān	1
الريفي	al-rīfī	1
الرياح	al-riyāḥ	1
الرومية	al-Rūmānīyah	1
الرومانيين	al-Rūmānīyīn	1
الرومان	al-rūmān	1
الروضتين	al-Rawḍatayn	1
الروضتن	al-rawḍatain	1
الروس	al-Rūs	1
الريشهري	al-Rayʹshahrī	1
الرين	al-Rayin	1
الروزبياني	al-Rūzbayānī	1
الزراد	al-Zarrād	1
الزخرفية	al-zukhrufīyah	1
الزخرفة	al-zakhrafah	1
الزجلي	al-Zajlī	1
الزجل	al-Zajal	1
الزجاجية	al-zujājīyah	1
الزجاج	al-Zajjāj	1
الزبرجدة	al-zabarjadah	1
الزاوية	al-zawiyah	1
الزاوي	al-Zāwī	1
الزاهري	al-Ẓāhirī	1
الزاد	al-zād	1
الزاخر	al-zākhir	1
الزائرىن	al-Zāʼirīn	1
الروزنامة	al-rūznāmah	1
الركب	al-rakb	1
الرقي	al-Ruqī	1
الرقعي	al-Ruqaʻī	1
الرقص	al-Raqṣ	1
الرفيق	al-rafīq	1
الرفيعان	al-Rafīʻān	1
الرفيع	al-rafīʻ	1
الرفق	al-Rifq	1
الرفع	al-Rafʼ	1
الرفض	al-rafḍ	1
الرفاعى	al-Rifāʻī	1
الرفع	al-Rif−aʻi	1
الرغيف	al-Raghīf	1
الرغايب	al-Raghāyib	1
الرعيس	al-raʻīs	1
الرعاية	al-Riʻāyah	1
الرعاع	al-raʻāʻ	1
الرطانة	al-raṭānah	1
الركبان	al-rukbān	1
الروذراووري	al-Dīn	1
الركبي	al-Rakbī	1
الروحي	al-Rūḥī	1
الرواح	Al-Arwāḥ	1
الروائي	al-Riwāʼī	1
الرهوني	al-Ruhūnī	1
الرهز	al-rahz	1
الرهد	al-rahd	1
الرهاوي	al-Ruhāwī	1
الرهان	al-rihān	1
الرندي	al-Rundī	1
الرمل-الطريق	al-Raml-al-Ṭarīq	1
الرمدي	al-ramadī	1
الرمحم	al-Raḥmān	1
الرمان	al-Raṃān	1
الرمالي	al-Rimālī	1
الرماد	al-ramād	1
الركن	al-rukun	1
الرازى	al-Rāzī	1
الدسوقية	al-Dusūqīyah	1
الدقيقة	al-daqīqah	1
الدقر	al-Daqr	1
الدفتر	al-Daftar	1
الدعوا	al-daʻwā	1
الدعاوة	al-Daʻāwah	1
الدعائية	al-Diʻāʼīyah	1
الدساتير	al-dasātīr	1
الدسائس	al-Dasāis	1
الدزفولي	al-Dizfūlī	1
الدرگاهي	al-Dargāhī	1
الدريبة	al-Darībah	1
الدهشان	Dahshān	1
الدهسرخي	al-Dahsurkhī	1
الدهريين	al-dahrīyīn	1
الدنيوي	al-dunyawī	1
الدنية	al-Diniyah	1
الدنوري	al-Dinwarī	1
الدنا	al-Danā	1
الدمينة	al-Dumaynah	1
الدمنتي	al-Dimnatī	1
الدمام	al-Dammām	1
الدماء	al-dimāʼ	1
الدليشي	al-Dulayshī	1
الدلالة	al-dalālah	1
الدلالات	al-Dalālāt	1
الدلائي	al-Dilāʼī	1
الدلائل	al-dalāʼil	1
الدروبى	al-Durūbī	1
الدروب	al-durūb	1
الدبلوماطيقية	al-diblūmāṭīqīyah	1
الدباء	al-udabāʼ	1
الدانيمركة	al-Dānīmarkah	1
الدانية	al-dānīyah	1
الدانى	al-Dānī	1
الدانتية	al-Dāntīyah	1
الدامية	al-dāmiyah	1
الدالية	al-dālīyah	1
الداغستانى	al-Dāghistānī	1
الداعي	al-dāʻī	1
الداري	al-dārī	1
الدارس	al-Dāris	1
الدن	al-D−in	1
الد	al-D	1
الخَلق	al-khalq	1
الخيمي	Khaymī	1
الدبيثي	al-Dubaythī	1
الدرقاوي	al-Darqāwī	1
الدرزي	al-Durzī	1
الدرجات	al-darajāt	1
الدربندي	al-Darbandī	1
الدرب	al-Darb	1
الدرايتي	al-Dirāyatī	1
الدرامي	al-Dirāmī	1
الدراسيتين	al-dirāsīyatayn	1
الدراسي	al-dirāsī	1
الدرازي	al-Darrāzī	1
الدحداح	al-Daḥdāḥ	1
الدجنة	al-dujunnah	1
الدجم	al-dajam	1
الذول	al-Duwal	1
الذهني	al-dhihnī	1
الذهان	al-Dahhān	1
الذميين	al-dhimmīyīn	1
الذكي	al-dhakī	1
الذخر	al-Dhukhur	1
الذخاير	al-dhakhāʼir	1
الذبيحين	al-dhabīḥayn	1
الذبائح	al-Dhabāʼiḥ	1
الذاهبات	al-dhāhibāt	1
الذاكرة	al-dhākirah	1
الذاتي	al-dhātī	1
الراجكتي	al-Rājkutī	1
الرابطى	al-rābiṭī	1
الرابطه	al-Rābiṭah	1
الرائفة	al-rāʼifah	1
الرئييس	al-raʼīs	1
الرئيسة	al-raʼīsah	1
الرؤيا	al-ruʼyā	1
الرؤساء	al-ruʼasāʼ	1
الرأى	al-raʼī	1
الرأوف	al-Raʼūf	1
الذيول	al-thuyūl	1
الذاب	al-dhābb	1
الديون	al-duyūn	1
الدوافع	al-Dawāfiʻ	1
الديراني	al-Dīrānī	1
الديبع	al-Daybaʻ	1
الدياربكري	al-Diyārbakrī	1
الدومنکيين	al-Dūminikīyīn	1
الدومنكيين	al-Dūminikīyīn	1
الدومانية	al-Dūmānīyah	1
الدولتين	al-dawlatayn	1
الدولتن	al-dawlatain	1
الدولبة	al-dawlīyah	1
الدورية	al-dawrīyah	1
الدور	al-dawr	1
الدواية	al-Dawlīyah	1
الدواليبي	al-Dawālībī	1
الدية	al-Dīyah	1
الديربي	al-Dayrabī	1
الديورة	al-Duyūrah	1
الديريني	al-Dīrīnī	1
الديوجي	al-Daywajī	1
الديوانية	al-Diwaniyah	1
الديواني	al-Dīwānī	1
الدينورى	al-Dīnawarī	1
الدينار	al-Dīnār	1
الدين-بتخصص	al-Dīn-bi-takhaṣṣuṣ	1
الديسي	al-Dīsī	1
الزرقا	al-Zarqā	1
الزرقانى	al-Zurqānī	1
السوانح	al-sawāniḥ	1
السوريون	al-Sūriyūn	1
السورية-دمشق	al-Sūrīyah-Dimashq	1
السورى	al-Sūrī	1
السورتي	al-Sūrtī	1
السودا	al-Sawdā	1
السوالات	al-sūalāt	1
السواس	al-Sawwās	1
السواحل	al-Sawāḥil	1
السوائح	Sawāʼiḥ	1
السهيلي	al-Suhaylī	1
السهو	al-sahw	1
السهلي	al-Suhaīlī	1
السهل	al-sahl	1
السهروردى	al-Suhrawardī	1
السهام	al-Sihām	1
السنيين	al-Sunnīyīn	1
السوريين	al-Sūrīyīn	1
السوسوعات	al-sosoāt	1
السوسي	al-Sūsī	1
السياسى	al-siyāsī	1
السياسات	al-Siyāsāt	1
السومرية	al-Sūmarīyah	1
السول	al-sūl	1
السوق	al-sūq	1
السوفييتية	al-sūfyatīyah	1
السوفييتي	al-Sūvīyītī	1
السوفيتية	al-sūfyītīyah	1
السوفيتي	al-sufyītī	1
السوفياتي	al-Sūfiyātī	1
السوفي	al-Sūfī	1
السنيور	al-Sinyūr	1
السنيع	al-sanīʻ	1
السمفونية	al-Simfūnīyah	1
السمعاني	al-Samʻānī	1
السمطين	al-simṭayn	1
السمرقندية	al-Samarqandīyah	1
السماوية	al-samāwīyah	1
السماوى	al-Samāwī	1
السماع	al-samāʻ	1
السماح	al-Samāḥ	1
السم	al-Summ	1
السليمان	al-Sulaymān	1
السلوي	al-Salwī	1
السلوى	al-salwá	1
السمنودي	al-Samannūdī	1
السموأل	Samawʼal	1
السننية	al-sunanīyah	1
السنكسار	al-Sankasār	1
السنسية	al-Sanusiyah	1
السندي	al-Sindī	1
السندسية	al-sundusīyah	1
السندباد	al-Sindibād	1
السنجلفي	al-Sinjalfī	1
السنجاري	al-Sinjārī	1
السنتين	al-sanatayn	1
السنابل	al-Sanābil	1
السمية	al-samīyah	1
السموم	al-sumūm	1
السموؤل	al-Samawʼal	1
السياسيه	al-siyāsīyah	1
السياق	al-Siyāq	1
السيال	al-Shayyāl	1
الشبشكي	al-Shabashkī	1
الشبستري	al-Shabastarī	1
الشبراوي	al-Shabrāwī	1
الشبر	al-Shubbar	1
الشبة	al-shubah	1
الشبابي	al-Shabābī	1
الشاويش	al-Shāwīsh	1
الشاوي	al-Shāwī	1
الشاو	al-Shāwi	1
الشاهنامه	al-Shāhnamah	1
الشاهرودى	al-Shāhrūdī	1
الشاهانية	al-Shāhānīyah	1
الشاهاني	al-Shāhānī	1
الشاميون	al-Shāmīyūn	1
الشامية	al-Shāmīyah	1
الشاكر	al-Shākir	1
الشبك	al-Shabak	1
الشرابي	al-Sharābī	1
الشذا	al-shadhdhā	1
الشداد	al-shidād	1
الشجن	al-shajan	1
الشجعان	al-shujʻān	1
الشجر	al-shajar	1
الشبيري	al-Shubayrī	1
الشبيب	al-Shabīb	1
الشبلنجي	al-Shablanjī	1
الشافيعيه	ash-Shāfiʻīya	1
السيامي	al-Siyāmī	1
السييد	al-Sayīd	1
السيوية	al-Sīwīyah	1
السيوف	al-suyūf	1
السيوت	al-Suyūti	1
السينما	al-sīnimā	1
السينابي	al-Sīnābī	1
السيلاني	al-Sīlānī	1
السيكوباتي	al-sīkūbātī	1
السيف	al-sayf	1
السيساسي	al-siyasī	1
السيروي	al-Sīrawī	1
السيرجاني	al-Sīrjānī	1
السيرافى	al-Sīrāfī	1
السيدات	al-sayyidāt	1
السييخ	al-syaykh	1
الشأن	al-shaʼn	1
الشؤ	al-Shuʼ	1
الشافع	al-Shāfiʻi	1
الشاف	al-shf̄ī	1
الشاطري	al-Shāṭirī	1
الشاط	al-Shāṭṭ	1
الشارق	al-shāriq	1
الشارع	al-shāriʻ	1
الشاردة	al-Shāridah	1
الشارد	al-shārid	1
الشارب	al-shārib	1
الشاذليية	al-Shādhilī-yah	1
الشاذة	al-shādhdhah	1
الشاب	al-Shābb	1
الشائقة	al-shāʼiqah	1
الشائب	al-Shāʼib	1
السلمانية	al-Salmānīyah	1
السلماني	al-Silmānī	1
السلمان	Salmān	1
الساطعة	al-sāṭiʻah	1
الساسي	Sāsī	1
الساداتي	al-Sādātī	1
السادات	al-sādāt	1
الساجدين	al-Sājjidīn	1
السابقون	al-Sābiqūn	1
السابقتين	al-sābiqatayn	1
السابقة	al-sābiqah	1
السابقات	al-Sābiqāt	1
السائلين	al-sāʼilīn	1
الزينية	al-Zaynīyah	1
الزينى	al-Zaynī	1
الزينة	al-zaynah	1
الزيلع	al-Zaylaʻ	1
الزيت	al-Zayt	1
الساكت	Sākit	1
السبعي	Sebaï	1
السبطين	al-sibṭayn	1
السبطان	al-Sibṭān	1
السبزوارى	al-Sabzavārī	1
السبحة	al-subḥah	1
السبتي	al-Sabtī	1
السباعى	al-Sibāʻī	1
السايس	al-Sāyis	1
الساوي	al-Sāwī	1
الساهي	al-Sāhī	1
السامين	al-Sāmīn	1
السامرائى	al-Sāmarrāʼī	1
السامر	al-Sāmir	1
السالين	al-sālikīn	1
السالمي	Sālimī	1
الزيتون	al-Zaytūn	1
الزهار	al-Zahhār	1
الزنج	al-zanj	1
الزنارية	al-Zunnārīyah	1
الزناتي	al-Zanātī	1
الزمها	alzamahā	1
الزملكاني	al-Zamlakānī	1
الزمانى	al-Zamānĭ	1
الزلباني	al-Zalabānī	1
الزكاة	al-zakāt	1
الزفزاف	al-Zafzāf	1
الزعلان	al-zaʻlān	1
الزعبلاوي	al-Zaʻbalāwī	1
الزهاد	al-zuhhād	1
الزيادية	al-Ziyādīyah	1
الزهرا	al-Zahrā	1
الزيادي	al-Ziyādī	1
الزياتين	al-zayātīn	1
الزياتي	al-Zayyātī	1
الزوجين	al-zawjayn	1
الزوبعي	al-Zawbaʻī	1
الزوايا	al-Zawāyā	1
الزواهر	al-zawāhir	1
الزوال	al-zawāl	1
الزواحر	al-zawājir	1
الزواجر	al-Zawājir	1
الزهيلي	al-Zuhaylī	1
الزهيري	al-Zuhayrī	1
الزهية	al-dhahabīyah	1
الزهوي	al-zahwī	1
الزهرية	al-zahrīyah	1
الست	al-sitt	1
السكندري	al-Sikandarī	1
السكسونيين	al-Saksūnīyīn	1
السكردان	al-Sukkardān	1
السكران	al-sakrān	1
السكة	al-sikkah	1
السقيفة	al-Saqīfah	1
السقاف	al-Saqqāf	1
السفينه	al-safīnah	1
السفين	al-Siffīn	1
السفرية	al-safarīyah	1
السفارة	al-Safārah	1
السعيديات	al-Saʻīdīyāt	1
السعيدة	al-saʻīdah	1
السلائل	Al-salāʼil	1
السلاح	al-Silāḥ	1
السلفي	al-salafī	1
السلطي	al-Salṭī	1
السلطنه	al-Salṭanah	1
السلطلنيه	al-sulṭānīyah	1
السلسبيل	al-Salsabīl	1
السلجوق	al-Saljūq	1
السلاوي	Salāwī	1
السلامي	al-Sallāmī	1
السلالة	al-sulālah	1
السعي	al-saʻī	1
الستر	al-sitr	1
السربون	al-Sirbūn	1
السراي	al-Sarāy	1
السديقي	al-Siddīqī	1
السدود	al-sudūd	1
السخاء	al-sakhāʼ	1
السحار	al-Saḥḥār	1
السحابة	al-saḥābah	1
السحاب	al-Saḥāb	1
السجون	al-sujūn	1
السجستانى	al-Sijistānī	1
السجاوندي	al-Sajāwandī	1
الستينية	al-sittīnīyah	1
السرطان	al-saraṭān	1
السعدية	al-saʻdīyah	1
السعدون	al-Saʻdūn	1
السعد	al-Saʻd	1
السسي	al-Susī	1
السريري	al-sarīrī	1
السرية	al-sirrīyah	1
السروي	al-Sarwarī	1
السرور	al-surūr	1
السروجي	al-Sarūjī	1
السرهندي	al-Sirhindī	1
السرنجاوي	al-Sirinjāwī	1
الاساليب	al-asālīb	1
الاساطير	al-Asāṭīr	1
seeker	seeker	1
souverains	souverains	1
sous	sous	1
sommaire	sommaire	1
social	social	1
siècle	siècle	1
siyāsī	سياسي	1
sites	sites	1
short	short	1
shawāhidahu	shawāhidahu	1
shatrandjiiʼl	shatrandjiiʼl	1
shadow	shadow	1
secretario	secretario	1
metni	metni	1
sección	sección	1
school	school	1
savantes	savantes	1
saracens	saracens	1
sangre	sangre	1
salafī	سلفي	1
retrogression	retrogression	1
rasāʼil	rasāʼil	1
quiver	quiver	1
question	question	1
stamped	stamped	1
state	state	1
statement	statement	1
statut	statut	1
universe	universe	1
une	une	1
ul	ul	1
two	two	1
tumattin	tumattin	1
tubayyinu	tubayyinu	1
trois	trois	1
translated	translated	1
traitant	traitant	1
traducido	traducido	1
titale	titale	1
time	time	1
tiempos	tiempos	1
thought	thought	1
third	third	1
thing	thing	1
their	their	1
text	text	1
tafsīr	تفسير	1
système	système	1
system	system	1
students	students	1
story	story	1
pére	pére	1
pyramids	pyramids	1
publiée	publiée	1
persan	persan	1
part	part	1
ouvrages	ouvrages	1
ouvrage	ouvrage	1
ottomans	ottomans	1
others	others	1
or	or	1
old	old	1
observations	observations	1
notes	notes	1
nomine	nomine	1
nomes	nomes	1
métrique	métrique	1
médicaux	médicaux	1
médicale	médicale	1
médecin	médecin	1
myrte	myrte	1
municipalities	municipalities	1
mukhtārah	mukhtārah	1
monasteries	monasteries	1
mois	mois	1
ministerio	ministerio	1
peopleʼs	peopleʼs	1
persane	persane	1
personnel	personnel	1
pt	pt	1
prêtre	prêtre	1
préface	préface	1
protocol	protocol	1
pronunciados	pronunciados	1
progress	progress	1
professeur	professeur	1
prof	prof	1
principal	principal	1
primera	primera	1
prepared	prepared	1
preface	preface	1
pratique	pratique	1
pouvoir	pouvoir	1
poids	poids	1
poets	poets	1
plusieurs	plusieurs	1
playerʼs	playerʼs	1
plants	plants	1
physical	physical	1
personnes	personnes	1
use	use	1
vacuum	vacuum	1
آثر	Āthar	1
آثارنا	athārunā	1
آثارات	āthārāt	1
آبي	Ābī	1
آبركرمبي	Ābrikrumbī	1
آباد	Ābād	1
آباء	ābāʼ	1
ءلطبعة	ʼAl-Ṭabʻah	1
ءلبصرة	ʼAl-Baṣrah	1
ءعيان	ʼAʻyān	1
ءبي	ʼAbī	1
ءبد	ʼAbd	1
ve	ve	1
üzerine	üzerine	1
étrangers	étrangers	1
édité	édité	1
árabe	árabe	1
à	à	1
Üniversitesi	Üniversitesi	1
Élèves	Élèves	1
Égyptien	Égyptien	1
ÉGYPTIENNE	ÉGYPTIENNE	1
À	À	1
ل	−Al	1
with	with	1
west	west	1
wa-ustādh	wa-ustādh	1
wa-sharaḥahu	wa-sharaḥahu	1
wa-rattabahu	wa-rattabahu	1
wa-akmalahu	wa-akmalahu	1
von	von	1
volumes	volumes	1
vols	vols	1
vol	vol	1
ville	ville	1
version	version	1
étude	étude	1
ʻAbbāsid	ʻAbbāsid	1
ʻAbdalqāhir	ʻAbdalqāhir	1
שערי	Shaʻare	1
ספר	Sefer	1
משפט	mishpaṭ	1
̧	Matbaası	1
ʼلتجاوزʼ	ʼal-tajāwuzʼ	1
ʼحماسةʼ	ʼḤamāsatʼ	1
ʼحق	ʼḤaqq	1
ʼʼلا	ʼʼLā	1
ʼʼصفحات	ʼʼṣafaḥāt	1
ʻuḍw	ʻuḍw	1
ʻl-Jabbar	ʻl-Jabbar	1
ʻaṣrī	عصري	1
ʻIzz	ʻIzz	1
ʻAbdi	ʻAbdi	1
min	min	1
mesures	mesures	1
avempace	avempace	1
bustan	Bustan	1
bibliographicum	bibliographicum	1
bi-taʻlīqāt	bi-taʻlīqāt	1
bi-nuṣūṣ	bi-nuṣūṣ	1
bi-Kullīyat	bi-Kullīyat	1
believe	believe	1
beleive	beleive	1
baʻd	baʻd	1
bases	bases	1
b14528496	b14528496	1
axiomes	axiomes	1
auténticas	auténticas	1
men	men	1
autres	autres	1
autographe	autographe	1
auteurs	auteurs	1
atharī	أثري	1
at-tabiʻat	at-tabiʻat	1
assisted	assisted	1
assistant	assistant	1
asrii	asrii	1
artistes	artistes	1
article	article	1
anotado	anotado	1
cairo	cairo	1
caliphate	caliphate	1
cause	cause	1
celebrato	celebrato	1
dicto	dicto	1
dictionary	dictionary	1
depuis	depuis	1
dans	dans	1
célèbre	célèbre	1
cultura	cultura	1
critique	critique	1
cover	cover	1
corrections	corrections	1
convention	convention	1
contribution	contribution	1
contemporary	contemporary	1
constitution	constitution	1
conservé	conservé	1
confecit	confecit	1
comprise	comprise	1
compositum	compositum	1
commentaire	commentaire	1
civile	civile	1
churches	churches	1
chrétien	chrétien	1
chess	chess	1
annoté	annote	1
annotations	annotations	1
analysed	analysed	1
additional	additional	1
accompagné	accompagné	1
\	/	1
ZÉKI	ZÉKI	1
Zilkadeh	Zilkadeh	1
Zahrat	Zahrat	1
Yohanna	Yohanna	1
Yassa	Yassa	1
Yahuda	Yahuda	1
YUXTA	YUXTA	1
Y	Y	1
XXe	XXe	1
World	World	1
added	added	1
after	after	1
an	an	1
agricultura	agricultura	1
alto	alto	1
al-Ṭabʻah	الطبعة	1
al-ḥikam	al-ḥikam	1
al-ʻulūm	al-ʻulūm	1
al-ʻIlmī	al-ʻIlmī	1
al-ʻAzīz	al-ʻAzīz	1
al-ʻArabīyah	al-ʻArabīyah	1
al-ʻArabī	al-ʻArabī	1
al-Ādāb	al-Ādāb	1
al-yawm	al-yawm	1
al-thālithah	الثانية	1
al-ghufrān	al-ghufrān	1
al-batrūl	البترول	1
al-Tannūkhī	al-Tannūkhī	1
al-Sūrīyah	al-Sūrīyah	1
al-Sharq	الشرق	1
al-Ruwwād	al-Ruwwād	1
al-Niffari	al-Niffari	1
al-Moustafa	al-Moustafa	1
al-Majmaʻ	al-Majmaʻ	1
al-Farāʻinah	al-Farāʻinah	1
al-Dīn	al-Dīn	1
al-Awsaṭ	الأوسط	1
diplomacy	diplomacy	1
director	director	1
doctores	doctores	1
los	los	1
life	life	1
libanaise	libanaise	1
langue	langue	1
language	language	1
lacks	lacks	1
king	king	1
khédiviale	khédiviale	1
keeper	keeper	1
juquʼa	juquʼa	1
its	its	1
irshādī	إرشادي	1
inédit	inédit	1
introduction	introduction	1
integration	integration	1
institutes	institutes	1
influence	influence	1
industries	industries	1
independence	independence	1
imprint	imprint	1
imprimés	imprimés	1
ilá	ilá	1
ila	ila	1
il-Fârâbîʼnin	il-Fârâbîʼnin	1
literature	literature	1
lʼAcademie	lʼAcademie	1
identfied	identified	1
lʼAmouk	lʼAmouk	1
membre	membre	1
matière	matière	1
mar	mar	1
maqāṣidahu	maqāṣidahu	1
manuscrits	manuscrits	1
manuscrit	manuscrit	1
manuscripts	manuscripts	1
manufacturer	manufacturer	1
mandat	mandat	1
makalesi	makalesi	1
madanī	مدني	1
ma	ma	1
lʼécole	lʼécole	1
lʼÉgypte	lʼÉgypte	1
lʼoccasion	lʼoccasion	1
lʼeglise	lʼeglise	1
lʼapplication	lʼapplication	1
lʼanalyse	lʼanalyse	1
lʼUnesco	lʼUnesco	1
lʼOrogénèse	lʼOrogénèse	1
lʼInstitut	lʼInstitut	1
lʼEau	lʼEau	1
lʼArabe	lʼArabe	1
ijtimāʻī	إجتماعي	1
drogmans	drogmans	1
etiquette	etiquette	1
etats	etats	1
essayists	essayists	1
entitled	entitled	1
encyclopaedicum	encyclopaedicum	1
eminente	eminente	1
el-as	el-as	1
el-Achmouny	el-Achmouny	1
egyptians	egyptians	1
educatión	educatión	1
editor	editor	1
editado	editado	1
dʼʻAli	dʼʻAli	1
dʼun	dʼun	1
dʼindex	dʼindex	1
dʼal-Hansâ	dʼal-Hansâ	1
dʼal	dʼal	1
dʼEgypte	dʼEgypte	1
dʼAntioche	dʼAntioche	1
dʼAlep	dʼAlep	1
développement	développement	1
décédé	décédé	1
décret-loi	décret-loi	1
décimal	décimal	1
etc	etc	1
familles	familles	1
ibn	ibn	1
fellow	fellow	1
heroes	heroes	1
herausgegeben	herausgegeben	1
hed	hed	1
hazirlayanlar	hazirlayanlar	1
halâ	halâ	1
hadhdhabahu	hadhdhabahu	1
ha-ʻivrīt	ha-ʻivrīt	1
ha-śafah	ha-śafah	1
group	group	1
greatest	greatest	1
great	great	1
grandeur	grandeur	1
grandes	grandes	1
geography	geography	1
general	general	1
gardens	gardens	1
fī	في	1
formation	formation	1
fondation	fondation	1
fleur	fleur	1
fixation	fixation	1
filósofo	filosofo	1
fes	fes	1
أماليه	Amālīh	1
أطواره	aṭwārihi	1
أعدته	aʻaddathu	1
أعدت	uʻiddat	1
أعداء	aʻdāʼ	1
أعتقاد	i	1
أعالي	aʻālī	1
أعاظم	aʻāẓim	1
أعاصير	aʻāṣīr	1
أعادت	Aʻādat	1
أطياف	Aṭyāf	1
أطوار	Aṭwār	1
أساقفة	asāqifah	1
أطفيش	Iṭṭafayish	1
أطفالنا	Aṭfālunā	1
أطباء	aṭibbāʼ	1
أضيفت	uḍīfat	1
أضيف	uḍīfa	1
أضرحتهم	aḍrḥatihim	1
أضاف	aḍāfa	1
أعده	aʼaddahu	1
أعدها	aʻaddahā	1
أعشى	Aʻshá	1
أغناطيوس	Ighnāṭiyūs	1
أغلاط	Aghlāt	1
أغفله	aghfalahu	1
أغسطس	Āghusṭus	1
أغاني	aghānī	1
أعمدة	Aʻmidat	1
